GeneID,0h,1.8h,1.8h,1.8h,1.8h,1.8h,1.8h,3.6h,3.6h,3.6h,9.1h,10.9h,10.9h,12.7h,12.7h,14.5h,14.5h,14.5h,21.8h,29.0h,29.0h,29.0h,30.9h,30.9h,30.9h,32.7h,32.7h,41.7h,43.6h,43.6h,43.6h,43.6h,43.6h,52.6h,72.6h,74.4h,79.9h,87.1h,87.1h,87.1h,94.4h,96.2h
BV898_12749,8,29,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,3,7,5,15,10,0,24,0,0,25,34,34,244,58
BV898_12750,220,174,140,272,131,170,561,52,104,189,250,44,104,8,21,44,152,19,40,109,83,38,14,8,38,11,17,49,31,60,22,82,45,0,29,56,0,22,12,30,18,48
BV898_12751,0,6,0,41,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,11,3,0,95,239,147,84,71,182,238,70
BV898_12752,224,24,35,6,0,20,49,11,12,18,0,0,36,0,3,0,0,11,8,15,25,6,7,9,18,2,12,11,6,17,6,6,2,0,0,0,0,0,11,0,0,8
BV898_12753,0,0,7,6,0,0,7,0,0,2,10,0,0,0,0,0,11,0,0,0,2,0,0,1,1,0,1,1,0,3,0,1,2,0,0,19,0,0,0,48,0,54
BV898_12754,1,0,12,1,0,0,0,0,1,1,0,0,0,0,1,5,3,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12755,37,30,4,55,9,13,63,4,11,22,5,27,27,0,3,14,13,1,0,12,6,5,2,1,5,0,2,2,1,1,0,4,1,0,0,0,0,0,0,0,5,1
BV898_12756,1,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,34,2,20,4,1,0,1,0,1,0,0,15,0,5,3,3,4,0,0,0,0,0,0,0,0,0
BV898_12757,28,1,22,9,0,12,11,9,11,22,13,0,0,1,9,5,8,5,5,6,13,0,0,5,4,3,5,7,4,9,3,7,9,0,0,0,0,0,24,0,9,0
BV898_12758,52,50,88,115,38,0,68,19,20,40,20,0,8,8,4,18,3,3,3,21,32,14,9,6,13,7,4,19,15,15,7,30,8,0,0,0,0,0,0,0,23,24
BV898_12759,0,40,6,84,0,12,28,3,4,6,0,0,0,0,3,0,0,2,0,4,2,0,1,2,2,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
BV898_12770,0,25,5,0,3,22,0,1,2,12,23,0,0,1,0,0,0,0,2,6,1,1,0,0,1,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
BV898_12772,13,5,71,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BV898_12773,431,189,149,410,91,61,304,33,90,170,128,57,2,2,1,26,26,1,0,74,57,30,5,9,20,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0
BV898_12775,0,2,9,0,0,0,64,0,2,4,0,1,0,3,0,8,0,0,0,0,1,3,0,0,3,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0
BV898_12776,26,8,24,55,67,0,53,8,9,13,12,0,2,0,0,0,2,1,11,15,8,3,1,1,0,0,2,23,17,41,10,20,10,0,0,0,0,0,0,0,0,0
BV898_12777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
BV898_12778,0,10,28,3,1,29,71,3,5,12,31,31,0,1,4,6,5,2,2,5,8,1,2,0,1,1,8,6,0,6,5,5,1,0,0,0,0,0,0,0,14,0
BV898_12779,194,81,57,132,40,174,269,31,60,72,92,71,40,5,12,13,57,14,26,48,42,28,15,13,19,14,27,19,14,50,17,55,19,59,0,0,0,0,13,5,0,16
BV898_12780,139,143,220,217,85,33,249,11,44,54,136,37,38,3,5,22,37,10,10,41,29,28,2,6,10,5,7,21,12,33,11,26,17,0,0,0,0,0,0,10,41,35
BV898_12787,17,9,31,81,54,12,85,4,18,29,5,10,6,1,3,10,3,2,1,19,6,1,3,0,2,4,1,0,0,1,0,2,0,0,0,0,0,16,0,0,0,0
BV898_12788,0,0,0,20,0,4,13,2,3,3,8,42,7,1,5,0,0,0,3,2,4,0,1,0,3,3,3,2,0,7,6,4,0,0,0,0,0,0,0,0,0,0
BV898_12789,0,25,2,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BV898_12792,0,14,0,1,6,0,1,0,2,2,13,40,61,20,3,79,204,50,64,4,2,1,1,1,4,5,11,60,34,68,40,33,18,0,0,0,31,0,0,0,0,0
BV898_12797,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12798,0,16,0,0,0,0,0,0,1,1,0,0,0,0,1,0,49,1,1,1,0,0,0,0,0,0,1,2,0,4,1,0,2,24,14,0,0,0,0,0,67,34
BV898_12799,158,98,24,163,66,3,91,10,32,32,60,31,2,3,5,13,0,3,1,22,18,7,3,1,10,0,3,5,0,5,3,8,5,0,0,0,0,0,0,0,0,0
BV898_12800,22,0,160,35,44,80,15,10,6,24,29,11,9,2,6,32,11,1,2,17,11,15,0,1,8,0,2,7,5,14,5,15,10,0,0,0,0,24,0,18,5,0
BV898_12801,1,2,20,12,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,7,3,2,1,0,0,0,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0
BV898_12803,12,33,131,33,28,14,45,21,29,11,16,0,38,3,6,60,18,11,3,8,9,6,11,10,12,5,3,16,4,20,7,17,10,0,0,0,0,0,0,0,0,0
BV898_12804,69,16,85,123,30,44,118,18,13,36,16,0,16,3,5,28,6,5,4,25,15,9,8,5,7,8,12,6,1,9,4,10,1,33,0,0,0,0,0,0,0,0
BV898_12805,80,77,165,117,88,242,293,11,66,54,278,81,43,13,13,54,188,25,7,39,31,35,4,3,18,2,4,10,8,12,3,12,5,0,0,0,0,0,0,0,2,2
BV898_12806,202,325,90,261,23,144,263,59,108,130,149,36,127,11,17,165,160,37,26,83,62,34,44,25,40,21,34,40,15,55,38,86,31,0,0,20,14,54,0,0,43,0
BV898_12808,155,138,42,182,28,24,66,18,25,45,68,11,10,2,1,17,2,8,5,9,24,7,7,2,10,8,2,17,10,29,2,20,11,0,0,22,23,0,0,0,22,0
BV898_12809,79,69,115,57,34,19,119,13,19,25,99,2,35,1,5,3,3,5,10,10,13,4,4,3,8,0,3,20,13,13,2,12,11,0,30,0,0,0,0,0,0,0
BV898_12810,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,18,2,0,0,0,0,0,0,0,0,4
BV898_12811,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
BV898_12817,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
BV898_12819,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0
BV898_12820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,38,0,0,11,0
BV898_12824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,60,0
BV898_12825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
BV898_12826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,15,10,33,10,36,48,20,0,0,0,3,19,15,23,12
BV898_12827,33,2,4,0,3,0,34,0,7,8,0,0,0,0,2,1,6,0,0,1,4,1,2,0,3,2,5,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0
BV898_12828,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12830,19,16,6,5,2,14,26,5,5,4,5,0,1,1,0,0,0,0,0,1,4,2,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BV898_12831,3,0,22,0,0,0,1,0,1,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12832,0,0,0,17,0,0,4,0,7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BV898_12833,140,124,126,48,55,97,229,13,33,54,150,17,20,5,11,72,24,10,3,32,27,18,8,5,12,9,3,4,3,13,4,14,15,0,0,0,0,0,0,0,25,0
BV898_12834,28,0,30,13,0,7,11,0,2,2,35,0,9,0,1,0,1,0,0,1,5,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12845,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,83,41
BV898_12846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
BV898_12848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12852,0,0,0,2,16,0,12,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,17,0
BV898_12856,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
BV898_12861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0
BV898_12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0
BV898_12865,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,6,0,50,36
BV898_12866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12868,8,0,14,0,0,0,0,4,2,1,0,0,0,0,0,0,0,2,0,5,0,4,0,0,1,1,2,1,2,3,1,6,2,0,0,0,14,38,35,23,47,0
BV898_12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,52,0
BV898_12872,0,28,0,0,0,0,0,0,2,2,0,0,0,2,3,0,0,1,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12873,20,37,23,18,4,14,49,3,15,14,23,14,0,0,5,0,3,2,2,4,5,2,2,0,4,1,2,3,0,5,5,5,1,0,0,0,0,0,0,0,0,0
BV898_12876,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
BV898_12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,31,0,0,0,0,0,0,4,0
BV898_12881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,23,5
BV898_12882,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12883,4,0,12,0,0,0,2,1,0,4,0,0,16,2,2,36,11,2,2,3,5,3,1,1,2,1,3,2,2,4,1,6,6,0,0,0,0,0,0,0,0,5
BV898_12884,0,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12885,15,4,6,9,6,1,0,1,5,1,13,6,8,0,3,1,13,2,0,4,7,4,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
BV898_12886,82,35,136,108,73,71,115,26,37,76,80,33,10,4,3,0,30,1,6,31,38,20,7,6,24,3,16,10,9,30,11,29,26,0,0,0,0,0,0,0,6,0
BV898_12887,0,98,1,23,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
BV898_12892,32,28,50,0,0,5,35,8,9,12,71,12,163,5,2,9,9,6,2,1,7,14,5,13,13,23,11,3,1,11,1,8,4,0,0,0,0,0,0,36,0,59
BV898_12893,29,45,12,76,16,24,131,20,20,33,52,4,38,3,12,5,23,9,4,30,8,4,1,0,2,2,2,8,3,15,6,16,17,0,18,20,0,72,0,28,10,5
BV898_12895,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BV898_12896,0,0,5,0,0,0,0,0,0,2,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12897,0,0,0,0,20,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BV898_12899,32,44,20,12,24,22,109,6,20,20,25,3,0,2,1,28,3,0,1,8,11,5,3,0,4,0,0,4,6,5,2,6,5,0,0,0,0,0,10,0,14,12
BV898_12900,0,7,22,0,0,15,10,3,6,12,6,6,0,3,1,3,20,2,11,9,13,4,1,3,5,2,1,13,3,10,4,9,3,0,0,0,0,0,0,0,0,0
BV898_12901,36,10,53,1,19,37,29,11,8,11,15,5,28,2,5,26,30,1,0,4,5,0,2,4,4,6,3,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0
BV898_12902,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12904,4,7,15,2,7,29,32,1,12,12,6,1,34,0,0,0,5,0,0,9,13,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,83,97
BV898_12914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BV898_12915,0,0,5,0,0,5,15,0,1,0,0,0,8,0,0,0,11,2,1,3,1,0,0,0,0,0,0,5,0,5,2,6,0,0,0,0,0,0,0,0,0,0
BV898_12916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,5,2,0,0,0,15,0,0,0,1,0
BV898_12920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12921,56,39,62,131,19,23,154,2,23,25,62,54,1,4,3,25,0,4,4,26,20,20,2,0,8,6,1,2,1,7,1,1,0,0,0,0,0,0,0,0,3,0
BV898_12922,19,9,15,13,0,18,0,1,7,10,26,0,0,2,3,0,6,2,2,3,2,2,1,0,0,1,2,2,2,2,6,7,7,0,0,15,33,0,0,24,0,0
BV898_12924,33,23,35,52,10,26,104,31,40,63,67,36,1,2,6,49,6,5,10,30,31,13,20,8,18,8,14,15,9,17,5,16,10,0,0,0,21,0,0,23,0,0
BV898_12926,4,41,43,52,14,50,98,15,20,29,88,71,44,9,9,44,87,7,5,17,33,12,5,2,21,10,24,16,6,30,13,32,10,47,0,0,0,31,0,0,11,0
BV898_12927,252,275,143,312,64,140,201,31,67,92,60,121,33,5,10,0,52,12,7,57,60,28,15,10,30,9,15,11,4,28,12,25,15,0,0,0,0,0,0,0,0,2
BV898_12928,0,0,0,0,0,0,1,0,0,1,0,106,17,0,2,14,68,11,56,9,15,19,0,4,8,2,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7
BV898_12929,10,1,36,10,4,9,38,0,2,6,0,0,0,0,0,0,10,1,2,3,1,1,0,0,1,1,0,1,0,2,3,6,1,0,0,0,0,0,0,0,2,0
BV898_12930,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
BV898_12931,7,6,15,6,23,8,6,3,3,5,0,10,0,1,1,0,7,0,0,4,4,1,0,0,0,3,0,2,1,0,0,1,6,0,0,0,0,0,0,0,0,0
BV898_12932,128,103,104,96,52,12,192,8,43,53,41,38,0,1,12,2,93,12,6,36,44,24,11,8,23,6,11,27,13,29,8,27,7,34,0,17,0,0,0,2,39,6
BV898_12933,0,1,7,2,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12934,113,76,14,86,41,19,94,4,3,16,65,35,10,0,2,0,34,6,9,8,17,1,6,4,11,0,2,7,4,7,1,0,0,0,0,0,0,0,0,0,0,0
BV898_12935,9,25,41,24,18,18,116,11,16,20,7,0,10,1,0,0,0,0,0,17,8,4,4,2,12,2,3,4,4,6,1,6,4,0,0,17,11,27,20,0,26,53
BV898_12936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0
BV898_12940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,167,128,354,68
BV898_12942,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,126,210,128,341,162
BV898_12945,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,6,6,13,17,0,0,0,0,0,0,0,20,0
BV898_12946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,118,39
BV898_12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,13,87,24
BV898_12948,100,42,69,141,1,43,78,22,34,19,51,4,7,1,0,7,0,0,3,23,10,10,2,8,6,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
BV898_12949,0,5,8,14,0,8,32,0,5,9,12,4,0,0,4,11,29,12,2,4,9,5,0,1,2,0,8,6,1,7,3,11,13,0,0,0,0,0,0,0,3,14
BV898_12950,21,2,51,126,13,38,20,5,23,27,43,11,119,0,6,1,50,8,17,9,12,8,8,3,11,8,13,11,5,19,6,17,9,0,0,0,0,0,0,0,37,0
BV898_12951,0,4,0,47,0,0,73,1,0,2,9,6,0,0,0,1,2,0,0,0,0,1,1,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12952,64,6,17,33,1,27,24,10,9,25,7,24,0,1,5,20,27,10,10,13,22,9,4,4,4,2,8,25,6,21,3,11,4,0,0,0,0,0,0,0,27,0
BV898_12953,0,15,45,37,23,6,207,3,8,25,0,0,1,2,2,10,17,1,1,6,10,6,3,4,6,0,0,6,0,5,1,6,7,0,0,0,0,0,0,0,0,0
BV898_12954,0,27,4,3,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
BV898_12955,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12956,125,115,59,129,65,60,137,5,50,52,79,39,50,7,15,13,4,25,2,84,31,24,1,3,12,3,0,10,5,11,6,11,6,0,0,0,0,0,0,0,6,15
BV898_12958,1,16,30,54,0,0,52,5,6,9,0,0,0,0,0,0,0,2,0,4,7,3,3,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
BV898_12961,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,11,0,3,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,15,21,0,0,29,31,4,7
BV898_12964,0,9,0,12,0,0,0,1,0,3,20,0,0,0,0,0,0,0,0,2,4,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
BV898_12965,72,107,68,66,36,22,169,17,31,51,95,8,21,2,8,20,17,6,10,26,18,17,11,5,20,9,10,14,5,17,2,23,6,0,0,0,0,0,19,25,7,0
BV898_12966,15,2,6,22,0,4,24,1,2,4,6,4,0,1,1,14,11,0,1,1,3,6,0,2,0,0,0,1,0,1,1,2,4,0,0,0,0,0,0,0,0,0
BV898_12967,175,133,204,266,67,134,437,15,61,78,189,119,137,4,8,23,103,13,12,36,27,27,13,13,32,5,12,23,15,49,16,27,19,0,80,0,0,0,0,0,3,0
BV898_12971,57,167,177,197,87,56,74,11,46,79,57,2,17,2,1,5,16,0,1,33,26,13,1,3,11,1,4,0,1,0,0,0,0,0,0,0,0,10,0,0,66,47
BV898_12974,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,22,0
BV898_12975,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_12976,53,113,103,79,35,106,129,17,51,79,150,130,64,16,10,42,49,15,14,49,40,18,5,14,15,6,15,15,18,60,10,41,24,17,0,0,0,22,13,35,26,14
BV898_12977,108,54,63,4,1,51,128,3,15,28,15,2,18,0,4,4,66,6,2,20,32,6,3,0,3,1,3,8,3,1,5,2,3,0,0,0,0,0,0,0,0,0
BV898_12978,16,5,0,19,33,2,69,7,4,5,22,0,0,2,2,0,0,2,2,2,12,1,3,1,0,0,1,8,1,6,3,9,5,0,0,0,0,0,0,0,0,0
BV898_12979,54,76,85,158,21,58,166,7,16,44,62,8,20,4,1,28,106,8,1,21,21,15,1,3,7,4,9,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0
BV898_12980,38,12,30,15,9,0,23,6,13,12,32,11,1,2,0,0,12,1,10,4,2,3,1,0,4,0,1,0,2,5,1,2,1,0,0,0,0,0,0,0,0,0
BV898_12981,71,14,42,11,19,20,31,4,15,17,8,0,0,0,1,0,0,0,1,14,9,4,1,1,4,0,1,0,2,5,1,6,4,0,0,0,0,0,0,0,15,8
BV898_12983,10,5,0,4,0,0,0,0,3,0,0,2,4,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,9,0,0,0,0,0,0
BV898_12987,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,21,13,15,0,0,54,0
BV898_12989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0
BV898_12991,27,17,12,27,12,11,55,8,7,12,3,8,9,0,1,1,0,0,0,2,2,3,0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BV898_12992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BV898_12997,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,60,47
BV898_12998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0,0,0
BV898_13002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,47,14
BV898_13008,120,20,6,71,1,19,40,7,21,21,49,1,21,20,17,9,84,26,20,21,13,12,1,5,5,4,8,33,18,51,15,51,18,0,0,0,0,0,0,0,0,0
BV898_13009,41,35,30,83,41,26,97,0,9,16,13,1,14,2,5,19,29,2,4,8,16,9,0,1,7,0,0,5,1,2,3,2,2,0,0,0,0,0,0,0,0,0
BV898_13012,2,41,63,7,1,36,81,17,14,13,24,68,65,1,0,36,1,2,0,16,22,20,7,8,5,14,10,1,0,0,1,2,4,26,0,4,0,0,0,24,1,0
BV898_13013,0,0,1,0,0,0,0,0,1,0,5,0,7,0,0,0,0,0,0,0,1,0,0,2,0,5,2,1,0,1,1,0,0,0,0,17,0,0,0,19,14,22
BV898_13016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,18,23
BV898_13027,55,164,69,50,80,65,170,11,28,41,128,34,22,3,10,35,112,34,6,25,22,14,9,4,5,9,3,29,13,16,4,14,8,0,0,0,0,0,0,0,27,0
BV898_13028,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,18
BV898_13029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,15,103,251,123
BV898_13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,3,2,0,0,27,0,0,0,0,7,0
BV898_13031,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_13033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0
BV898_13034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,67,0,0,0,0,0,0,0,0
BV898_13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,17
BV898_13037,23,10,15,20,0,0,43,9,11,13,18,11,16,3,1,0,17,5,2,13,7,7,2,4,5,3,6,5,6,2,3,6,8,0,0,0,0,0,0,0,0,0
