GeneID,0h,1.8h,1.8h,1.8h,1.8h,1.8h,1.8h,3.6h,3.6h,3.6h,9.1h,10.9h,10.9h,12.7h,12.7h,14.5h,14.5h,14.5h,21.8h,29.0h,29.0h,29.0h,30.9h,30.9h,30.9h,32.7h,32.7h,41.7h,43.6h,43.6h,43.6h,43.6h,43.6h,52.6h,72.6h,74.4h,79.9h,87.1h,87.1h,87.1h,94.4h,96.2h
BV898_03324,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,5,0,18,61,46,63,115,65,131,21
BV898_03325,83,47,34,80,11,29,114,13,28,44,79,7,13,4,7,8,75,6,11,20,25,13,4,12,13,9,13,7,3,14,6,17,8,0,0,0,0,0,0,0,7,0
BV898_03326,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,2,0,36,20,36,21,41,112,203,158
BV898_03328,13,33,49,28,31,58,205,14,35,58,83,7,2,3,11,8,128,10,14,52,51,24,1,6,25,7,10,7,6,8,11,10,5,0,0,0,15,0,0,0,26,12
BV898_03329,307,142,143,208,82,78,148,65,82,83,32,97,0,3,13,4,96,13,20,33,42,20,33,18,23,10,14,25,13,27,9,30,15,0,0,0,0,0,0,26,18,29
BV898_03330,34,37,13,53,13,0,126,27,37,46,108,72,6,3,6,26,0,13,18,29,32,22,8,7,22,6,11,10,1,6,2,5,3,37,0,0,0,0,0,0,25,0
BV898_03331,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,59,6
BV898_03332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0
BV898_03333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,90,6,0,0,0,0,0,0
BV898_03334,0,0,28,0,6,18,2,1,32,6,57,0,55,12,15,36,272,18,21,7,32,23,50,14,10,46,49,43,29,79,14,58,17,71,0,191,46,0,28,89,22,0
BV898_03335,41,9,20,26,8,9,3,11,16,17,33,0,13,2,1,15,0,3,3,7,10,2,0,3,6,1,0,0,2,1,0,2,0,0,0,0,3,0,0,0,0,4
BV898_03336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,3,3,1,0,0,0,0,0,0,0,0,0
BV898_03337,0,0,0,0,0,0,0,0,6,1,0,0,0,1,4,0,19,0,1,0,6,0,0,0,2,0,5,15,7,18,11,25,18,16,0,34,30,0,0,0,6,31
BV898_03338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03339,92,45,51,35,45,61,109,7,9,31,87,6,9,2,3,37,40,4,1,25,17,3,1,3,4,1,0,4,3,7,3,11,7,0,0,0,0,0,0,0,12,20
BV898_03340,12,45,0,29,0,18,38,8,9,28,8,13,0,1,5,17,24,1,6,14,7,6,2,1,6,3,3,12,8,8,13,16,9,0,0,0,0,0,0,12,8,5
BV898_03341,9,6,38,19,2,0,0,3,26,21,62,0,0,14,9,46,133,21,70,21,64,27,20,14,20,30,51,58,39,91,30,66,42,0,0,0,23,20,0,17,8,32
BV898_03342,0,0,0,0,0,0,8,0,1,5,0,5,0,1,0,2,0,2,1,1,1,1,0,4,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
BV898_03343,171,118,112,295,85,75,70,50,58,55,46,29,10,7,7,33,89,11,10,33,24,24,20,9,21,10,18,32,9,42,28,29,17,23,0,0,8,0,0,0,10,17
BV898_03344,134,113,114,141,76,13,179,7,25,37,79,41,21,8,7,66,238,25,35,19,23,19,5,10,5,3,8,28,8,19,6,18,6,0,0,0,0,12,0,0,0,0
BV898_03345,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03346,0,0,0,0,0,11,1,0,3,2,0,3,34,1,0,0,16,0,2,1,5,2,0,1,1,8,2,2,2,7,2,3,4,0,12,0,0,0,0,0,0,0
BV898_03347,0,0,0,0,0,0,0,0,4,3,4,0,40,1,1,20,0,1,19,3,14,5,0,1,17,6,7,34,9,14,7,21,15,23,5,102,0,0,24,14,20,0
BV898_03348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,7,1,13,6,56,70,69,14,13,28,17,6,29
BV898_03349,0,0,18,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,0,2,0,3,1,2,2,0,7,21,0,0,0,37,11,0
BV898_03350,11,8,16,63,0,0,32,27,19,30,53,4,11,4,0,6,0,0,3,11,14,5,2,8,4,7,9,4,2,6,3,6,10,0,0,0,0,0,0,0,47,5
BV898_03351,0,0,0,0,0,0,0,0,1,1,0,0,17,1,0,0,9,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,1,31,0,0,0,0,0,0,18,0
BV898_03352,1,0,0,0,7,59,3,2,23,9,171,162,42,49,5,177,229,18,88,8,27,10,27,10,21,44,38,112,41,111,28,135,53,0,0,77,0,19,0,51,103,0
BV898_03353,37,27,59,22,43,8,51,13,26,28,13,0,8,5,9,2,64,3,29,20,23,5,10,8,8,6,13,10,0,7,7,18,4,0,0,0,0,0,0,0,6,0
BV898_03354,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BV898_03359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0
BV898_03362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0
BV898_03363,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,7,5
BV898_03366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BV898_03369,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,22,0,0,0,0,4,3
BV898_03370,114,185,69,167,14,61,151,29,37,55,110,33,50,9,12,19,13,11,5,47,30,22,5,6,24,6,3,19,9,30,19,19,21,0,0,0,23,0,0,0,3,0
BV898_03371,71,124,37,149,38,121,144,15,30,66,90,6,61,6,5,14,61,21,2,33,54,13,8,4,14,11,7,8,5,23,5,35,12,45,45,18,0,0,31,87,127,40
BV898_03372,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0
BV898_03375,0,0,0,0,0,0,11,0,1,1,0,0,0,0,0,2,0,0,0,0,4,1,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03379,33,14,21,1,1,61,41,12,20,19,0,0,1,3,2,0,21,8,2,9,6,8,5,2,7,12,3,15,1,19,7,14,3,0,0,0,7,0,0,25,4,0
BV898_03380,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0
BV898_03385,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,33
BV898_03389,0,0,0,0,7,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03390,10,37,40,66,0,0,101,9,5,20,0,7,0,0,1,0,0,4,1,10,5,3,3,4,3,0,4,4,1,5,0,2,1,0,0,0,0,0,0,0,0,0
BV898_03393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,56
BV898_03394,1,0,0,5,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03395,164,158,299,378,80,152,179,23,64,72,72,87,9,2,2,12,53,2,2,64,42,20,5,9,28,3,5,4,2,5,7,9,2,0,0,0,0,0,0,4,0,0
BV898_03396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,4,0,1,0,0,0,0,0,0,3,6,6,28,6,32,44,19,0,0,0,0,0,0,3,8
BV898_03397,106,80,206,136,34,158,98,22,87,83,438,264,208,17,199,265,260,64,0,110,104,91,62,68,54,24,75,2,0,3,0,0,0,0,0,0,0,0,0,0,6,0
BV898_03407,36,41,47,73,18,5,97,2,13,29,66,21,19,5,2,18,95,3,5,21,15,8,0,1,10,3,3,7,2,3,4,11,3,0,7,0,0,0,0,0,22,15
BV898_03408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,757,229,4,29,9,0,0
BV898_03412,1,31,0,91,22,51,59,4,43,23,206,17,28,13,14,85,151,35,28,41,25,43,7,16,9,4,7,11,13,6,6,5,4,0,0,0,0,0,0,0,0,0
BV898_03413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,7,6,2,4,3,0,0,0,0,0,0,0,0,8
BV898_03417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2995,1,0,0,0,0
BV898_03419,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,50,0,0,0,0,0,0
BV898_03422,0,0,0,0,1,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03425,23,22,14,44,24,9,19,1,4,5,30,8,3,1,0,2,70,3,3,6,11,7,0,1,2,0,0,5,5,8,9,10,6,0,0,0,0,0,5,0,17,3
BV898_03427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
BV898_03428,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
BV898_03429,440,295,811,498,205,503,513,31,192,214,417,71,29,6,6,104,106,14,18,199,110,44,17,13,22,9,22,17,17,62,13,96,45,0,0,61,12,0,0,0,258,100
BV898_03430,47,43,54,27,17,24,38,19,18,25,56,1,2,0,2,20,19,13,4,25,23,6,1,2,5,2,5,15,7,16,6,27,9,0,0,16,0,0,0,15,0,0
BV898_03431,2,34,23,32,16,14,51,8,14,39,29,25,1,1,2,1,8,1,4,13,12,9,10,4,7,3,0,6,4,8,2,16,2,0,0,0,0,0,15,0,15,0
BV898_03433,27,0,0,79,0,0,12,1,1,5,0,0,0,0,3,1,0,0,0,2,5,2,1,0,0,0,1,12,7,7,5,15,11,0,0,0,0,0,0,0,3,0
BV898_03438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
BV898_03441,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
BV898_03442,38,27,17,89,0,16,30,3,18,21,21,0,0,0,0,1,0,0,0,15,16,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03444,3,1,51,84,80,0,116,6,10,15,33,2,0,0,7,0,3,2,0,12,6,5,2,2,8,5,13,5,5,20,7,29,21,0,0,59,32,14,25,23,23,70
BV898_03445,15,62,20,44,14,6,8,8,12,9,0,0,0,0,1,4,7,0,1,32,8,4,0,0,7,3,5,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0
BV898_03446,25,21,44,53,33,3,44,3,12,10,0,0,0,1,0,1,6,1,1,3,5,3,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
BV898_03447,44,56,28,32,3,20,57,5,14,20,58,32,9,2,1,38,21,2,5,20,11,5,1,1,13,3,1,3,1,7,5,0,3,0,0,0,0,0,33,0,38,0
BV898_03448,769,452,1323,995,391,480,1427,64,167,243,471,252,77,2,30,73,186,39,38,160,109,45,15,7,30,11,19,110,46,150,46,161,92,0,35,137,55,51,81,98,700,170
BV898_03449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BV898_03450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,3,0,26,0,0,0,0,0,9,13
BV898_03451,0,0,0,0,0,0,21,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03452,0,0,0,0,0,0,4,1,3,2,10,0,11,8,2,51,44,11,10,4,1,0,0,0,0,0,0,2,2,8,1,12,9,159,0,0,0,0,0,0,0,0
BV898_03453,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
BV898_03454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,17
BV898_03457,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03463,168,220,114,133,102,95,335,58,97,103,150,67,64,22,10,83,71,23,27,82,64,64,35,19,39,31,30,33,26,75,21,106,44,31,16,41,13,10,28,65,220,114
BV898_03464,4,0,0,0,7,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,7,0,0,0,2,0,3,66,40,158,64,165,90,80,67,42,232,806,739,723,1369,626
BV898_03465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,51,175,59,134,284,173
BV898_03466,0,5,0,17,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,519,72,7,14,17,0,0,0
BV898_03467,84,28,18,33,8,33,34,8,7,17,65,1,10,1,5,12,26,12,10,10,11,8,1,4,7,1,0,21,18,25,10,19,22,0,0,0,0,0,0,0,8,0
BV898_03469,59,12,26,41,0,21,44,10,26,39,16,3,0,0,0,0,0,2,0,11,16,3,3,2,11,3,3,0,0,1,0,1,0,29,0,0,0,0,10,0,39,7
BV898_03470,138,136,176,178,59,22,220,28,59,62,45,25,54,3,6,11,244,17,36,52,25,14,4,4,10,0,3,47,20,65,18,50,18,0,0,0,0,0,0,0,36,35
BV898_03472,0,0,4,0,0,0,8,1,0,1,0,0,0,0,1,8,6,3,0,1,0,0,1,1,0,0,2,20,16,62,14,110,61,0,0,1,19,12,0,0,176,111
BV898_03473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,3,7,0,0,11,0,9,0,43,17,7
BV898_03474,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,13
BV898_03475,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,75,39,11
BV898_03476,0,0,9,5,0,0,0,0,0,0,0,0,0,3,1,0,26,0,1,2,1,0,0,0,6,0,0,8,2,5,2,9,2,0,0,0,0,0,0,20,14,10
BV898_03477,0,0,0,0,0,0,57,0,0,1,2,5,29,0,0,0,3,0,0,0,1,0,2,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
BV898_03478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,25,0,0,0,0,0,0
BV898_03479,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,12,0
BV898_03480,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,92,26,39,0,0,0,0,0,0
BV898_03482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0
BV898_03483,0,0,0,0,0,0,0,0,0,0,0,31,20,1,3,10,0,0,0,0,0,7,0,0,0,8,16,0,3,0,0,1,0,0,0,0,0,0,0,35,5,0
BV898_03484,0,20,10,0,0,0,21,1,5,3,39,41,36,1,2,13,10,6,3,6,4,3,6,3,2,6,4,3,3,5,3,4,1,0,0,0,0,0,0,0,1,0
BV898_03485,120,86,201,198,137,131,361,47,56,81,44,195,15,2,7,179,138,17,6,40,49,22,18,4,20,8,2,21,9,28,5,21,9,0,0,0,0,0,0,0,3,4
BV898_03488,153,46,57,69,35,0,41,13,14,50,1,6,4,3,1,0,10,7,2,10,9,5,2,3,6,0,3,3,2,4,3,6,3,0,0,0,0,0,0,0,66,21
BV898_03489,19,45,60,74,10,7,34,34,12,27,11,0,26,3,0,1,1,1,6,7,5,4,3,3,3,0,0,7,2,7,2,10,1,0,0,0,0,0,0,0,1,0
BV898_03491,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,67,35
BV898_03494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0
BV898_03496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BV898_03498,1,0,88,1,5,4,1,0,2,1,322,11,122,8,75,50,29,19,0,1,6,13,2,4,5,31,29,2,1,0,0,1,0,39,0,0,0,0,0,18,63,65
BV898_03499,21,47,430,163,137,758,108,11,265,31,5776,2492,9077,864,2561,5467,3842,355,2,80,805,1095,669,1041,587,1708,2857,6,5,2,1,3,0,0,0,0,16,7,65,386,3011,2550
BV898_03500,1,0,22,16,0,117,12,1,27,10,168,163,157,9,24,232,190,12,1,29,51,56,18,32,29,15,30,0,0,0,0,2,0,0,0,0,0,0,0,0,76,45
BV898_03501,0,0,0,0,0,0,0,2,3,1,0,0,0,2,7,9,14,3,5,3,4,0,2,4,0,2,9,13,1,7,2,25,9,64,0,0,0,22,106,0,19,8
BV898_03502,21,0,25,13,0,45,33,7,7,4,6,0,19,4,23,27,15,21,0,2,5,7,3,2,1,28,0,3,3,6,1,22,7,0,23,0,63,153,76,132,122,161
BV898_03506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28
BV898_03509,1,8,0,4,9,0,39,3,8,11,0,10,9,0,3,4,9,0,1,10,4,4,4,0,0,2,0,2,4,4,0,4,1,0,0,0,0,0,0,0,0,0
BV898_03511,79,20,60,80,66,60,200,27,40,34,121,15,9,4,1,4,67,5,4,44,22,21,14,7,12,8,17,14,4,23,8,23,18,22,0,0,0,0,0,0,0,2
BV898_03512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,5,40,15,42,15,46,31,0,0,0,0,0,0,0,0,0
BV898_03513,5,0,13,0,0,0,0,3,5,3,0,0,0,2,1,0,0,2,1,1,2,3,4,0,1,0,2,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0
BV898_03514,0,0,13,27,15,5,59,0,5,6,6,9,13,0,1,7,0,4,4,3,4,3,0,2,3,0,0,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0
BV898_03515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,2,13,3,13,32,0,0,24,0,0,40,0,29,0
BV898_03517,25,43,75,28,1,27,17,6,19,18,76,23,4,2,3,16,16,4,5,15,10,10,0,1,3,1,3,6,1,5,4,9,4,0,0,0,0,0,0,0,4,0
BV898_03519,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,25,93,40,65,210,201
BV898_03520,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03521,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,4,0,0,17,14,0
BV898_03527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,17
BV898_03528,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,1,0,0,0,0,0,1,0,0,28,0,20,0,0,0,0,39,0
BV898_03529,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03532,0,1,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,49,46,172,44
BV898_03535,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,113,13,0,17,0,0,0
BV898_03536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,3631,547,0,0,0,0,0
BV898_03538,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,331,47,0,0,0,4,0
BV898_03543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21,25,19,42
BV898_03544,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
BV898_03550,50,24,39,39,9,28,24,1,7,2,22,2,4,0,0,3,0,0,0,3,6,4,0,1,0,0,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0
BV898_03552,0,0,0,0,9,8,7,1,10,6,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,2,1,3,4,6,3,0,0,0,0,0,0,0,21,16
BV898_03553,82,17,94,65,46,35,58,12,11,22,0,1,5,1,1,8,1,9,3,19,26,3,3,2,11,4,3,8,2,8,1,5,3,0,0,0,0,0,0,0,57,0
BV898_03554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0
BV898_03555,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,2,2,1,0,0,0,0,0,0,0,0,0
BV898_03556,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03557,80,38,84,103,12,13,30,5,10,17,8,5,2,2,2,0,0,1,1,17,8,5,5,1,2,0,0,8,2,5,1,9,5,0,0,0,0,0,0,0,0,0
BV898_03559,0,25,0,22,0,0,18,0,0,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03560,26,61,92,130,44,50,101,7,40,38,9,12,13,2,0,6,41,2,5,14,15,18,9,1,13,0,4,3,2,8,5,14,5,0,0,0,12,5,0,0,33,0
BV898_03561,52,100,162,62,13,9,89,23,25,52,92,0,40,4,4,0,23,6,10,23,21,10,16,11,13,7,18,12,6,19,5,12,6,0,0,0,0,0,0,0,12,0
BV898_03562,0,7,0,0,0,0,0,0,3,3,0,29,0,0,1,30,26,1,24,2,1,4,0,1,2,2,5,21,6,12,7,32,26,0,22,0,0,7,1,0,0,20
BV898_03563,129,40,107,77,70,97,194,11,16,20,149,9,11,0,0,10,48,0,2,13,10,7,1,1,3,0,6,1,3,5,6,5,3,0,0,0,0,0,0,0,61,19
BV898_03564,27,32,10,10,0,7,12,3,7,12,0,8,6,0,2,15,5,1,1,6,5,2,1,1,0,2,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0
BV898_03565,64,31,54,85,52,70,60,20,39,64,149,37,7,12,15,96,18,20,14,34,57,27,19,12,22,14,27,23,13,41,15,47,17,0,0,41,0,9,0,83,29,40
BV898_03566,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5
BV898_03567,18,56,26,16,41,7,83,9,9,5,23,1,3,1,2,5,6,0,0,10,8,8,0,1,3,2,2,0,0,1,3,4,4,0,0,0,0,0,0,0,0,0
BV898_03568,40,66,15,45,89,78,122,12,20,42,73,26,20,3,10,55,28,12,6,16,21,9,0,4,14,3,2,13,7,22,18,21,17,0,0,13,0,0,0,9,18,24
BV898_03569,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV898_03570,56,42,34,16,39,32,61,25,21,23,100,10,50,8,12,37,109,12,11,14,19,8,13,12,22,15,6,17,5,50,14,56,40,24,0,22,0,0,0,0,29,0
