,0h,1·8h,3·6h,9·1h,10·9h,12·7h,14·5h,16·3h,18·1h,21·8h,29·0h,30·9h,32·7h,36·3h,38·1h,41·7h,43·6h,52·6h,54·4h,56·3h,70·8h,72·6h,74·4h,79·9h,83·5h,87·1h,94·4h,96·2h,98·0h
BV898_08173,435.2965264,356.1551197333333,281.5147375666667,272.2954257,266.02098835000004,265.53547195,213.7926364,137.1616185,245.23578375,137.4434,277.0380195333333,219.61471340000003,169.4894854,235.3578027,146.44756645,152.7317158,253.12619873999998,0.0,341.31246510000005,178.25820345,0.0,101.4108789,0.0,258.8131261,258.6497281,116.81117991,142.8609222,294.4672285,145.8908918
BV898_08177,99.79129854,190.22626365166664,118.48450880333333,86.63945363,216.32786332,92.541385185,161.12954807333332,96.12113423,88.0798589305,160.3506334,86.11914576333334,93.77121908666668,102.09754176999999,117.6789013,137.882549385,80.00232734,80.900483236,0.0,98.4954815,299.1326823,0.0,0.0,0.0,161.7582038,84.21153939,52.118078733333334,227.5192465,80.30924413,94.22120099
BV898_08178,29.24917371,60.291202786666666,91.92404344333333,40.84431385,24.574509915,63.44185253,50.22346507333333,43.20050977,21.805970475,30.54297779,71.39444604,42.813323993333334,26.011195185,82.37523094,75.40011204,65.45644964,102.07874879200001,0.0,183.26206475,420.6893601,160.70582,278.8799168,0.0,0.0,0.0,0.0,21.16458107,0.0,24.31514864
BV898_08181,130.7610119,739.7413923066666,1330.200611323333,3354.184562,4823.3702225,1958.5126260000002,943.3612021666668,83.1609813,39.912237645,45.81446668,2906.9021549999998,3734.869977,2544.4978785000003,11.76789013,174.576240925,21.81881655,44.63473178400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16458107,74.95529452,0.0
BV898_08193,118.7172345,157.47715460133335,128.98537099333333,8.663945363,176.19761191,149.65290475,67.27258109666667,73.4408666,26.65174169,30.54297779,89.70707110333335,45.74926029666667,35.122314880000005,47.07156054,21.24869881,130.9128993,133.24579660600003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2870892,27.62387334,150.7976401,128.4947906,285.7029965
BV898_08205,153.1280271,177.96761055000002,271.5964400333333,153.4756036,98.78192671,44.25591199,18.12050745433333,41.04048428,4.8457712165,68.72170002,163.25969246666668,150.41631843333332,76.086346605,23.53578027,61.125083631500004,21.81881655,38.757051262000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.65832429,0.0,0.0
BV898_08206,146.2458686,203.49042548166668,210.08116524333332,253.7298285,270.0761662,264.642867805,254.28099212666666,260.2830713,312.721115,198.5293556,293.2340481666667,163.64609286333334,132.419931575,105.9110112,160.1609144,101.8211439,162.12251465799997,155.2898374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16458107,0.0,36.47272296
BV898_08207,278.7274201,100.42079906666667,169.6089329,100.2542249,127.53247909999999,46.43100353,30.985982136666667,18.36021665,20.669433004000002,106.9004223,98.66923093333332,100.86997466999999,76.50306329,35.3036704,69.22211493500001,130.9128993,46.55032471,0.0,139.5352655,0.0,56.24703699,0.0,0.0,0.0,0.0,9.86566905,0.0,139.2026898,0.0
BV898_08214,237.4344689,268.74461548833335,132.06510417333334,159.664136,45.638375555,99.959263915,49.12589198333333,38.88045879,44.903054305,30.54297779,117.48203876666668,55.50573046333333,7.372239095,58.83945067,34.728053895,94.54820504,88.55605569,0.0,0.0,0.0,0.0,190.1453978,0.0,0.0,0.0,0.0,63.49374322,123.140841,0.0
BV898_08219,37.85187186,95.52316172283332,303.16047993333336,37.13119441,40.9771608565,69.32588344,85.76530092333333,181.442141,41.334100785,91.62893336,131.73169534666667,190.89570703333334,109.46978087,35.3036704,154.77859065,101.8211439,59.879276704000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89253524,0.0,0.0,0.0
BV898_08222,0.0,117.93482017000001,31.145826778333333,4089.382211,5626.76537,1567.2374134499998,387.1754965466667,2.160025488,9.0507509735,0.0,824.6601176999999,1695.6601867000002,4886.5626025,0.0,3.884671862,14.5458777,4.9833345038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.118078733333334,706.3678933,240.9277324,97.26059457
BV898_08223,321.7409108,397.0634107833334,438.21165649999995,215.3609276,318.6200059,223.4546515,184.5259393,321.8437978,80.750592415,129.8076556,303.5373512,309.977466,203.081278,611.930287,421.18299909999996,414.5575144,373.60622415999995,898.4626306,269.82346789999997,0.0,208.9175659,0.0,0.0,0.0,0.0,208.5871773,10.58229054,53.53949609,0.0
BV898_08252,17.2053963,18.6741396205,35.72937817333333,24.75412961,9.62394849,15.477001175,8.116767859666666,28.08033135,2.9935369535,22.90723334,24.65646551,53.278589466666666,14.952836538000001,35.3036704,34.494061035,21.81881655,32.622994022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.18554648,0.0
BV898_08255,12.04377741,21.470761629333328,5.962413478999999,17.32789073,24.271705675,31.72092627,34.90423083666667,42.12049702,45.18361476,7.635744447,24.17630208,0.0,5.633358495,11.76789013,15.538687445,65.45644964,72.004540916,0.0,54.97861945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16458107,0.0,21.27575506
BV898_08261,182.3772008,154.200801825,170.4176317,141.0985388,45.75881184,64.529398305,104.41234284333335,54.00063721,27.36743848,160.3506334,90.37568822333333,83.83008057,26.011195185,82.37523094,142.00121411,152.7317158,287.03789450000005,0.0,0.0,127.18600955,0.0,0.0,0.0,0.0,0.0,0.0,21.16458107,91.01714335,60.7878716
BV898_08262,165.1718045,159.652088015,147.5779181833333,19.80330369,61.617357595,202.41424125,119.14029763333333,96.12113423,212.105987385,99.26467781,97.39563483666666,73.54588258,56.12522661,258.893583,216.37166,196.3693489,162.52303396000002,0.0,0.0,0.0,0.0,0.0,100.0194155,0.0,0.0,47.35521143333333,0.0,0.0,0.0
BV898_08263,216.7879934,293.2849371833334,337.3590458333333,22.27871665,128.56047135,39.459426855,27.115813626666665,29.16034409,52.377366227,53.45021113,188.63563303333333,100.83765820333333,78.033585555,58.83945067,93.79380512,101.8211439,93.64861574599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_08287,6.88215852,15.419970346666666,53.12393010666667,21.04101017,3.26848656,32.808472035,5.984611996999999,0.0,21.805970475,15.27148889,29.26452585333333,52.00010972333334,24.27231458,23.53578027,32.668721535,36.36469425,26.139941350599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81015371,0.0,0.0
BV898_08288,381.9597979,177.8877312016667,133.30820210000002,73.02468234,124.082053005,84.802884615,87.42230475666668,109.0812872,123.72174190000001,61.08595558,118.75230466666666,147.85575806666668,35.330673225,70.60734081,68.192448755,50.91057194,46.315507454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.97473478,107.0789922,24.31514864
BV898_08292,30.96971334,116.37517316333333,390.41195586666663,33.41807497,4.35798208,43.4889880755,23.557024869666666,20.52024214,20.59452767,30.54297779,88.20107366666666,306.35180986666666,153.00612660000002,94.14312108,31.639055355,58.18351079,43.191270394,410.408856,664.6975895999999,0.0,0.0,0.0,141.2038808,0.0,0.0,0.0,0.0,0.0,3.03939358
BV898_08294,68.8215852,55.754292368333346,50.16258571333333,28.46724905,39.04075591,34.66294172,24.70341963266667,24.84029312,27.793044379999998,61.08595558,74.20870816333333,31.690859990000003,3.686119548,0.0,32.902714395000004,36.36469425,45.70131774,0.0,0.0,79.49125595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0090726
BV898_08298,116.9966948,119.32421908333333,131.37417346666666,252.492122,21.184730305,68.238337675,37.02542126666666,22.68026763,20.59452767,15.27148889,53.48061675333333,102.30080625666666,44.85850962,0.0,71.04745443499999,36.36469425,30.714000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4081564,0.0,0.0,0.0
BV898_08303,65.38050594,124.20504093000001,178.24859643333335,96.54110547,57.25980387,29.866456579999998,12.948608882,39.96047153,21.66569025,38.17872223,99.35070724333333,121.71659235,121.15321457499999,70.60734081,47.411735664999995,72.72938849,50.592626319800004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.88618747,0.0,0.0
BV898_08305,41.29295112,140.25000678133333,117.80257613666667,200.5084498,57.622397895,67.471413755,73.91706735000001,111.2413126,64.781885185,83.99318892,103.46037483333333,117.01280426333335,81.511346735,23.53578027,86.02446142,43.63763309,116.22377389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.118078733333334,0.0,80.30924413,72.94544592
BV898_08306,6.88215852,27.208173421833333,21.032451016666666,16.09018424,31.59537008,7.73850059,10.757375076666667,0.0,0.0,0.0,28.73171444,32.95969958333333,7.372239095,0.0,3.884671862,21.81881655,17.2570171378,0.0,119.0153735,171.1278753,0.0,0.0,0.0,0.0,108.2719792,0.0,0.0,91.01714335,0.0
BV898_08308,12.04377741,5.25111333,3.01544511,0.0,12.287254955,12.5349857255,22.078028646666667,0.0,7.483842385,15.27148889,9.196101343333332,2.4634061023333333,0.0,23.53578027,54.38540605,21.81881655,38.328594773999995,0.0,0.0,15.89825119,112.494074,0.0,0.0,0.0,0.0,62.54169446666666,95.24061483,32.12369765,0.0
BV898_08310,330.343609,243.52129069999998,142.02952910000002,183.1805591,13.7397728565,34.66294172,7.211677146666666,35.64042056,4.4903054305,15.27148889,113.92674209333335,81.26952022666667,35.330673225,47.07156054,52.887754165000004,65.45644964,43.431458132,0.0,189.37080025,0.0,160.70582,0.0,23.53398013,0.0,234.5892883,0.0,26.45572634,37.47764726,91.18180741
BV898_08315,34.4107926,62.977586945666665,68.5057893,0.0,33.290474075,14.389455405,34.39965954666667,34.56040781,5.7017482345,30.54297779,36.89328142666667,40.54422637333334,13.00559759,58.83945067,69.45610779,36.36469425,54.70511599800001,0.0,0.0,238.4737679,0.0,0.0,0.0,0.0,0.0,83.1646687,0.0,5.353949609,33.43332938
BV898_08319,46.45457001,69.74223737166666,28.261336473333333,8.663945363,42.793129515,31.72092627,43.98057812666667,132.8415675,53.167968375,30.54297779,37.37344485333333,12.317030513333334,33.59179263,35.3036704,77.45944437499999,94.54820504,136.84825097,0.0,0.0,0.0,0.0,228.1744774,0.0,0.0,0.0,0.0,37.03801688,0.0,0.0
BV898_08320,6.88215852,40.253372038,69.63830713333333,25.99183609,34.985149684999996,118.6989024,68.65143987666666,45.36053525,16.96019926,30.54297779,75.56034172666666,17.049534233333333,20.586195033,47.07156054,69.690100675,65.45644964,100.32003752600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_08337,0.0,0.599535046,53.38346104666667,95.30339899,32.806158645,20.2734863105,18.909164622666665,42.12049702,17.96122172,0.0,109.43267806666665,237.00126780000002,137.84493170000002,11.76789013,18.3936931265,43.63763309,48.688725942,0.0,0.0,190.7790143,0.0,0.0,0.0,0.0,0.0,41.728858699999996,13.22786317,0.0,0.0
BV898_08338,3391.183611,3587.785665166666,4388.704408666667,4318.35791,3960.5152900000003,1835.0993425,3050.2133946666668,1558.45839,3082.492601,511.5948779,3565.332598333333,5510.136802,4139.106084999999,1541.593608,1031.07696955,690.9291907,587.20595002,0.0,158.8271228,156.86721905,0.0,0.0,0.0,0.0,0.0,67.73071390333332,359.7978783,615.704205,197.5605827
BV898_08339,208.1852952,243.82653753333332,246.5098515,310.6643266,495.29936299999997,136.7972972,257.9246697666667,111.2413126,217.30722437,99.26467781,362.67912079999996,262.59946470000006,218.45083125,211.8220224,85.790468545,94.54820504,112.57410312400002,0.0,0.0,0.0,0.0,126.7635986,0.0,248.0292459,150.3777489,162.65914898666665,92.5950422,128.4947906,112.4575625
BV898_08340,61.93942668,99.80872204166667,62.72124332999999,64.36073698,41.703633995,26.924441135000002,19.518462549666665,49.68058623,17.5308506035,22.90723334,54.58602839666667,24.300641683333335,20.37783669,11.76789013,15.538687445,21.81881655,20.666741072,0.0,122.17470985,445.1510334,0.0,0.0,88.25242547,0.0,96.2417593,0.0,0.0,240.9277324,0.0
BV898_08342,197.8620575,248.46091973166668,343.03001233333333,77.97550826,529.31716695,683.0246204,574.0217867,616.6872769,350.2710767,931.5608225,500.71486776666666,237.52539481333335,380.2233747,1977.005543,1477.7205388,3512.829464,3647.629317,3161.257404,2787.4830975,2753.3651010000003,2177.56386,1901.453978,1606.194144,3170.460795,3759.443723,2109.542098666667,1111.140506,1831.050766,592.6817481
BV898_08349,44.73403038,46.48836143933334,33.34057571,0.0,24.69537458,17.33147086,22.30590345666667,11.88014019,11.4034964685,0.0,18.83436734,12.21987627,7.372239095,0.0,14.5090212665,7.272938849,7.878520632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.30924413,0.0
BV898_08352,160.0101856,446.1055802666667,188.02258786000002,753.7632466,222.7435434,131.680190205,196.4449577,168.4819881,163.142998735,221.436589,309.6382999,270.75367593333334,162.53396298,58.83945067,85.790468545,181.8234712,152.68800045999998,432.5931184,233.9267686,0.0,0.0,0.0,0.0,0.0,366.9217073,0.0,126.9874864,149.910589,142.8514983
BV898_08357,135.9226308,52.111222647666665,32.454402126666665,16.09018424,34.4401877365,17.33147086,11.473863467666666,1.080012744,60.006254085,45.81446668,28.43463457,12.122722029,14.952836538000001,23.53578027,33.698387714999996,152.7317158,145.56757238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58229054,21.41579843,18.23636148
BV898_08380,46.45457001,78.60124950166666,82.05582260666667,7.426238882,39.161620575,46.110381675,54.27160889333334,85.32100679,65.99332799,53.45021113,81.83925377666667,34.48768543333333,16.69171714,23.53578027,35.523727215,130.9128993,158.88107032,0.0,276.49898865,0.0,0.0,0.0,0.0,0.0,30.07554978,65.90688742333333,0.0,0.0,39.51211654
BV898_08381,89.46806076,236.70620114666664,200.1714097,37.13119441,22.69789473,28.0119869005,50.14492009666666,65.88077739,2.9935369535,38.17872223,161.82636235666666,98.51336293333334,67.183585255,70.60734081,81.1101234,21.81881655,34.330441746,0.0,0.0,0.0,0.0,0.0,100.0194155,0.0,0.0,53.274612866666665,82.01275166,0.0,0.0
BV898_08382,206.4647556,246.80817414999999,177.94696213333336,73.02468234,183.76257725,105.84329484,156.51677421,116.6413764,80.53064166,160.3506334,159.2933196,100.44904121333333,46.38903187,117.6789013,181.87759892999998,276.3716763,300.44888460000004,0.0,65.66365435,106.95492205,0.0,88.734519,182.388346,0.0,0.0,0.0,63.49374322,171.3263875,18.23636148
BV898_08389,292.4917371,228.48067776666664,437.0208492333333,129.9591804,50.359380015,22.127955995,25.577368726666666,49.68058623,2.9935369535,45.81446668,178.18903523333333,129.91276021333334,78.033585555,82.37523094,39.408399079999995,14.5458777,16.6607403398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_08391,8.60269815,48.824144315000005,14.813505936666667,40.84431385,5.4474776,0.0,12.624509039333333,20.52024214,0.0,0.0,14.4111806,9.520205066666668,24.27231458,11.76789013,3.884671862,0.0,12.0431852698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.87754183333334,44.97473478,0.0,30.3939358
BV898_08395,25.80809445,37.72585620416667,98.82073254,64.36073698,115.24479578500001,170.693315,125.66416414000001,110.1612999,101.69582066500001,91.62893336,147.81576753333334,97.03697386333333,122.475378465,117.6789013,118.45919008499999,87.27526619,98.621387738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.10302025
BV898_08396,184.0977404,123.31736503333333,205.25545826666666,191.8445045,23.182210155,127.65062899,80.99324699,38.88045879,35.421932215,83.99318892,186.79430706666668,143.12325436666666,85.197466285,23.53578027,117.10183632,203.6422878,149.55114023599998,0.0,0.0,0.0,64.28232798,240.8508373,0.0,0.0,0.0,98.65669050000001,111.1140506,10.70789922,63.82726518
BV898_08403,307.9765938,515.190956,180.07204496666668,319.3282719,111.4924222,169.6057692,65.80033182666666,25.92030586,185.430419605,22.90723334,182.36600006666666,89.28462061333333,106.408736385,94.14312108,106.24349406500001,130.9128993,178.69351076000004,0.0,146.6096518,0.0,0.0,0.0,117.6699006,0.0,0.0,0.0,605.8361332,187.3882363,51.66969086
BV898_08405,25.80809445,44.84849297083333,25.99211213,48.27055273,6.1133042165,9.59297027,5.712875475666666,18.36021665,2.708211281,15.27148889,11.868858756666667,7.293064065666667,9.319478043,23.53578027,11.420022725,7.272938849,6.131659454599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1969679
BV898_08407,49.89564927,70.42183335916665,99.59751534333334,39.60660737,19.61091936,22.127955995,23.866279216,19.44022939,24.8744127635,38.17872223,37.33723612666667,75.01867079,26.011195185,35.3036704,44.32273712,50.91057194,51.61119704400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16458107,0.0,0.0
BV898_08410,309.6971334,71.39709189333333,104.75241935666668,13.61477128,7.62646864,61.58738285,28.886351818666668,1.080012744,12.11442804,83.99318892,70.21303686333333,103.32977990666666,145.00881245,35.3036704,49.23707516,72.72938849,83.52357873599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.91438736666667,13.22786317,96.37109296,0.0
BV898_08411,127.3199326,252.40249279833333,222.08584563333332,352.7463469,22.33487235,50.1399429,31.027718442666668,39.96047153,42.615683705,61.08595558,167.97637896666666,120.15629004666668,92.77806372500001,82.37523094,77.45944437499999,123.6399604,84.341970192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.19642943,0.0,26.45572634,165.9724379,0.0
BV898_08412,215.0674538,306.5464926833333,336.4896789333333,498.7957116,437.7376116,405.59540645000004,273.6140233,203.0423959,118.30055414499999,267.2510556,535.1821134333333,306.04731093333334,275.27314675,94.14312108,217.40132615000002,160.0046547,268.43244996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.13598961,25.67929767,26.45572634,133.8487402,39.51211654
BV898_08414,127.3199326,102.54283251333334,66.80072953333332,122.5329416,14.16344176,42.40144231,46.32748564866667,21.60025488,37.4144467,68.72170002,78.24595832,26.90315864333333,24.063956235,11.76789013,34.962046755,232.7340432,547.8117259200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.645572634,0.0,88.14241383
BV898_08416,15.48485667,93.67148043333334,90.86300168666666,110.1558768,70.93893023,26.924441135000002,93.27314157,39.96047153,40.262938212,15.27148889,53.75434706666667,31.260286406666665,49.866793075000004,35.3036704,74.37044582,109.0940827,190.80605225999997,0.0,0.0,434.8477659,0.0,0.0,0.0,215.6776051,0.0,205.6370045333333,66.13931585,342.652775,0.0
BV898_08418,60.21888705,26.3256590755,14.498684943333332,45.79513977,34.50083426,7.73850059,14.279016746666668,1.080012744,79.74480472,22.90723334,17.43366587,2.4634061023333333,0.0,11.76789013,17.36402695,43.63763309,20.517982699999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67760572,47.62030742,0.0,0.0
BV898_08419,96.35021928,72.31822635166667,68.81342228,14.85247776,76.62813713999999,133.53465986499998,125.92770313000001,37.80044605,39.55200664,38.17872223,61.642183736666674,38.55335047333333,3.686119548,152.9825718,75.634104865,174.5505324,253.7472065,0.0,0.0,0.0,0.0,0.0,0.0,140.1904433,0.0,66.37875228,47.62030742,144.5566394,85.10302025
BV898_08420,156.5691063,226.62944050000002,317.9721758333333,246.3035896,258.81733185,81.86086916,159.62507732,120.9614273,29.219672745,206.1651001,331.1436346333333,380.0044868,251.41754885,223.5899126,319.8538431,123.6399604,182.18705505999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.15354219999999,58.20259795,85.66319374,0.0
BV898_08421,0.0,5.648860348333333,32.33063533,112.6312897,17.25041713,22.127955995,9.122705143333333,23.76028037,0.0,0.0,31.052953953333333,36.13190098666667,40.964031725,58.83945067,47.177742800000004,14.5458777,15.3740811858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.30924413,0.0
BV898_08422,0.0,17.645748194,32.084291076666666,17.32789073,71.48346380000001,42.40144231,74.28296815666666,103.6812234,113.679498915,99.26467781,38.23954486666667,23.967222340000003,39.016792775,58.83945067,74.932126295,58.18351079,15.024054963999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_08423,13.76431704,95.15346026666667,113.27850348333334,89.11486659,0.0,25.069971445,41.434473602000004,2.160025488,8.48009963,22.90723334,118.08905770000001,103.14871241666667,42.702912325,23.53578027,13.479355089999999,29.0917554,23.114743285799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87343581,0.0,0.0
BV898_08424,160.0101856,51.47967046333333,67.55713765,59.40991106,17.43192832,34.66294172,54.75563325666667,6.480076465,31.49751291,68.72170002,77.01369119333333,60.099123326666664,65.23634631,23.53578027,34.494061035,101.8211439,45.262456092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_08428,65.38050594,42.706888850000006,60.53068307666666,0.0,22.87940592,14.389455405,10.012208884,0.0,1.496768477,15.27148889,32.50809345333334,4.926812203333333,20.37783669,58.83945067,33.698387714999996,43.63763309,68.179339984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22786317,48.18554648,18.23636148
BV898_08431,44.73403038,95.61213190666666,161.8843596,73.02468234,0.0,115.756886985,37.123771706666666,59.40070093,67.915702365,53.45021113,93.74611130666666,170.82272236666668,184.02560525,35.3036704,54.713093665,80.00232734,124.11634621600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.728858699999996,0.0,0.0,0.0
BV898_08432,203.0236763,267.3014815166667,260.2275649333333,372.5496506,371.27752810000004,388.26393559999997,341.8951347666667,411.4848555,349.7051906,297.7940334,418.1255502000001,244.679348,156.0671711,258.893583,253.48673385,312.7363705,293.79154882,0.0,0.0,0.0,313.3763489,0.0,0.0,258.8131261,0.0,0.0,126.9874864,107.0789922,36.47272296
BV898_08433,48.17510964,75.02184449316667,31.386172353333336,29.70495553,28.266665375,19.185940545,50.03560423333334,18.36021665,28.078370055,22.90723334,65.01260682,36.42336371,53.761270964999994,58.83945067,47.177742800000004,87.27526619,43.093300993999996,0.0,0.0,285.2131255,0.0,0.0,0.0,0.0,0.0,86.89786026666667,0.0,0.0,0.0
BV898_08435,309.6971334,199.394837305,279.1341478,65.59844346,75.11540113,44.25591199,73.15175729666667,15.12017842,68.055982585,30.54297779,163.88673070000002,115.55325704333332,66.766868565,188.2862422,138.350535135,269.0987374,373.55452752,0.0,0.0,128.3459065,128.564656,0.0,94.1359205,0.0,108.2719792,0.0,182.5445118,0.0,0.0
BV898_08436,39.57241149,71.6367621445,60.581784453333334,33.41807497,154.46834805,51.99441258,30.49946163333333,17.28020391,13.25573073,68.72170002,62.76736485,87.14139282666667,48.54462917,23.53578027,37.817052436500006,50.91057194,23.1181517438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV898_08437,184.0977404,81.175428215,39.54933344,25.99183609,81.71302074,50.906866810000004,54.880536086666666,28.08033135,23.302738952,45.81446668,62.56451182333333,33.293118926666665,29.697314730000002,23.53578027,34.494061035,72.72938849,57.661117502,0.0,0.0,0.0,0.0,0.0,123.5533957,0.0,0.0,0.0,26.45572634,123.140841,54.70908444
BV898_08444,147.9664082,75.37838825333334,121.30171173666668,12.3770648,34.924503165,37.60495717,29.62514180333333,3.240038232,7.483842385,106.9004223,51.434897596666666,78.56984902666666,59.81134616,23.53578027,36.5533934,87.27526619,65.07739465,0.0,140.5009163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.936717903,0.0,0.0
BV898_08445,55.05726816,19.466285981166667,90.73323622333334,47.03284625,24.574509915,26.924441135000002,24.451150151999997,0.0,25.440298885,45.81446668,32.06592879666667,16.479849792333333,16.69171714,82.37523094,40.67205812,65.45644964,74.644577268,0.0,0.0,0.0,0.0,0.0,105.9029106,0.0,0.0,0.0,84.65832429,64.2473953,273.5454222
BV898_08447,12.04377741,20.857196026666667,1.1295184976666668,22.27871665,11.98445072,28.778910815,18.429391065333334,12.96015293,9.691542435,22.90723334,4.644269071333333,9.85362441,0.0,11.76789013,3.884671862,0.0,18.9785933726,0.0,0.0,0.0,136.599947,0.0,0.0,0.0,0.0,0.0,13.22786317,0.0,39.51211654
BV898_08449,132.4815515,161.89030055333333,130.81600758333335,58.17220458,9.866106205,118.6989024,35.80682540733333,75.60089209,24.5890870875,137.4434,117.13052086666666,258.4689619,288.07038595,94.14312108,140.50356225000002,94.54820504,131.274580524,0.0,0.0,0.0,136.599947,545.0834738,0.0,0.0,0.0,0.0,0.0,0.0,234.0333057
BV898_08451,289.0506578,318.9001385166667,274.02615653333334,202.9838628,116.57602065,72.26789889,40.44584562666667,85.32100679,102.196331875,114.5361667,210.72642713333335,108.13072226666667,61.34186841500001,105.9110112,111.95350543,174.5505324,183.49689876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43046112,0.0,0.0
BV898_08452,13.76431704,72.41933941666667,46.33663177333333,35.89348793,38.1323432,47.197927445,20.324832089999997,18.36021665,0.0,22.90723334,64.72089708,80.36641644000001,24.27231458,70.60734081,29.81371585,50.91057194,63.29062534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.332419,0.0,10.58229054,0.0,24.31514864
BV898_08453,10.32323778,49.00930331499999,42.69154468,120.0575286,12.6502773365,89.9199915855,49.5795162,1.080012744,14.96768477,45.81446668,46.91927405333333,63.219727963333334,58.072465545,11.76789013,49.003082305,87.27526619,59.85793633000001,321.671806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.3880286,0.0,0.0,0.0
BV898_08456,55.05726816,64.96782243666667,67.92006069333333,106.4427573,46.48528498,15.477001175,30.720960236666667,52.92062446,15.3932906655,0.0,59.228507423333326,19.040410136666665,14.952836538000001,23.53578027,11.654015585,0.0,5.9215332244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.7333175
BV898_08457,127.3199326,59.561498385,86.27345163333332,113.8689962,19.1872504565,35.7504874905,35.94694447333333,9.720114697,9.9067279935,0.0,53.70169908,43.71642777666667,35.539031575,23.53578027,43.5270638,36.36469425,58.105625227999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.74687161,0.0,30.3939358
BV898_08458,153.1280271,82.53822542766667,119.81945753666666,27.22954257,13.376750475,7.73850059,19.836186186666666,77.76091758,10.47737934,68.72170002,58.78813281,52.76410264333333,48.752987513,23.53578027,40.2040724,14.5458777,40.870840902000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.4575625
BV898_08459,246.0371671,141.82257219,95.61723257333334,90.35257307,135.28066921,107.697764505,78.13292815999999,88.56104502,116.16775945,7.635744447,96.47330674999999,40.447072133333336,65.444704645,47.07156054,69.45610779,189.0964101,111.446762216,0.0,128.28344535,325.91414945,0.0,0.0,0.0,0.0,0.0,0.0,21.16458107,0.0,6.07878716
BV898_08461,8.60269815,59.88047333316666,29.065846633333333,17.32789073,16.5845905135,47.197927445,64.11080242333334,33.48039507,19.883596095,15.27148889,44.81732682333334,21.97634644,16.69171714,11.76789013,26.1630368515,43.63763309,13.672559056,0.0,0.0,0.0,160.70582,0.0,0.0,0.0,0.0,0.0,66.13931585,0.0,0.0
